Job,Link,Company,Date,Rating,Timestamp,City,Internship,Salary,Currency,B/N,Explored,Details,Keywords
DSP PROGRAMMERS,job/4504609,MM Solutions AD,03.09.18,0,10.09.18,София,0,0,0,0,1,,
SW DEVELOPER - IMAGE PROCESSING ALGORITHMS,job/4504615,MM Solutions AD,03.09.18,0,10.09.18,София,0,0,0,0,1,,
C DEVELOPER,job/4504621,MM Solutions AD,03.09.18,0,10.09.18,София,0,0,0,0,1,,
ТЕХНИК МОБИЛНА ПОДДРЪЖКА,job/4504602,ОНЛАЙН ДИРЕКТ ЕООД,03.09.18,0,10.09.18,София,0,0,0,0,1,,
Служител сервизен съпорт компютърни системи,job/4504530,ЮСИЕС Балкан ООД,03.09.18,0,10.09.18,София,0,0,0,0,1,,
ОТГОВОРНИК СКЛАД КОМПЮТЪРНА ТЕХНИКА,job/4504526,ЮСИЕС Балкан ООД,03.09.18,0,10.09.18,София,0,0,0,0,1,,
Служител сервизен съпорт компютърни системи (на смени),job/4504548,ЮСИЕС Балкан ООД,03.09.18,0,10.09.18,Варна,0,0,0,0,1,,
Senior Java Developer,job/4504372,HyperAspect EOOD,03.09.18,0,10.09.18,София,0,0,0,0,1,,
Senior DevOps Engineer,job/4504377,HyperAspect EOOD,03.09.18,0,10.09.18,София,0,0,0,0,1,,
Mid Java Developer,job/4504378,HyperAspect EOOD,03.09.18,0,10.09.18,София,0,0,0,0,1,,
Full stack WEB Developer with PHP,job/4504056,БЛАК БЕЪР ДИВЕЛЪПМЪНТ ЕООД,03.09.18,0,10.09.18,Пловдив,0,0,0,0,1,,
Senior JavaScript Developer,job/4504155,УлтраПлей ООД,03.09.18,0,10.09.18,София,0,0,0,0,1,,
Junior C# .Net Developer,job/4504149,УлтраПлей ООД,03.09.18,0,10.09.18,София,0,0,0,0,1,,
Senior C# .Net Developer,job/4504150,УлтраПлей ООД,03.09.18,0,10.09.18,София,0,0,0,0,1,,
C# .Net Developer,job/4504152,УлтраПлей ООД,03.09.18,0,10.09.18,София,0,0,0,0,1,,
ТЕХНИК СИСТЕМИ ЗА СИГУРНОСТ,job/4503970,КЕЙБЪЛ ГРУП ООД,03.09.18,0,10.09.18,Пазарджик,0,0,0,0,1,,
Customer Service Representatives,job/4503714,НС 1 ООД,03.09.18,0,10.09.18,София,0,0,0,0,1,,
ORACLE DATABASE DEVELOPER,job/4504805,Bulwork,03.09.18,0,10.09.18,София,0,0,0,0,1,,
Support към услуга Интернет и Телевизия,job/4503075,КРАКРА АД,03.09.18,0,10.09.18,Перник,0,0,0,0,1,,
Software Developer,job/4503140,ПРЕМИЕР РИСЪРЧ ГЕРМАНИЯ ЛИМИТЕД ТП,03.09.18,0,10.09.18,София,0,0,0,0,1,,
Програмист С/С++,job/4504181,ТГС ЕООД,03.09.18,0,10.09.18,Враца,0,0,0,0,1,,
Front-end Developer,job/4504406,БОЙМЕН КОНСУЛТИНГ ООД,03.09.18,0,10.09.18,София,0,0,0,0,1,,
ASP.NET Developer,job/4504398,БОЙМЕН КОНСУЛТИНГ ООД,03.09.18,0,10.09.18,София,0,0,0,0,1,,
SQL Database Developer,job/4504242,HMG LINKS Ltd,03.09.18,0,10.09.18,София,0,0,0,0,1,,
"Технически сътрудник - IT, автоматизация, електротехника",job/4503204,TECHPOINT Ltd.,03.09.18,0,10.09.18,Ловеч,0,0,0,0,1,,
Software Architect,job/4502979,Индустрия Технолъджи ООД,31.08.18,0,10.09.18,София,0,0,0,0,1,,
Integration Developer,job/4502968,Булпрос Консултинг АД,31.08.18,0,10.09.18,София,0,0,0,0,1,,
Recruitment Manager,job/4502755,Novi Global Recruitment / Рекрут Про ЕООД,31.08.18,0,10.09.18,София,0,0,0,0,1,,
Консултант продажби на IT техника на 4 или 6 часа (подходяща за студенти),job/4502775,АРДЕС Информационни Технологии ЕООД,31.08.18,0,10.09.18,София,0,0,0,0,1,,
Senior Data Developer,job/4502722,South Gate Tech Ltd.,31.08.18,0,10.09.18,София,0,0,0,0,1,,
Experienced Quality Assurance Engineers,job/4502681,MUSALA SOFT AD,31.08.18,0,10.09.18,София,0,0,0,0,1,,
DevOps & Cloud Engineer,job/4502616,IT Gix Ltd.,31.08.18,0,10.09.18,София,0,0,0,0,1,,
Системен Администратор (ИТ Поддръжка 1St Level),job/4502349,ИФОС ООД,31.08.18,0,10.09.18,София,0,0,0,0,1,,
JAVA Преподавател,job/4501046,Иновативни образователни технологии ЕООД,31.08.18,0,10.09.18,София,0,0,0,0,1,,
Frontend Software Engineer,job/4502237,Interconsult Bulgaria Ltd.,31.08.18,0,10.09.18,София,0,0,0,0,1,,
Електротехник поддръжка,job/4502096,Апойнт Партнърс ООД,31.08.18,0,10.09.18,София,0,0,0,0,1,,
"Специалист внедряване, поддръжка на софтуер и хардуер",job/4501954,ЕЛТРЕЙД ООД,31.08.18,0,10.09.18,Благоевград,0,0,0,0,1,,
Опитен фронтенд програмист,job/4501945,Индустрия Технолъджи ООД,31.08.18,0,10.09.18,София,0,0,0,0,1,,
ПРОДУКТОВ АДМИНИСТРАТОР В ОНЛАЙН МАГАЗИН,job/4501938,РЕВЮ ФЕШЪН ООД,31.08.18,0,10.09.18,София,0,0,0,0,1,,
Software Support,job/4501916,ZenCodeo OOD,31.08.18,0,10.09.18,София,0,0,0,0,1,,
DATABASE ADMINISTRATOR,job/4501808,Bulwork,31.08.18,0,10.09.18,София,0,0,0,0,1,,
Senior PHP-UI-Drupal Developer,job/4501842,Intracol Technologies AD,31.08.18,0,10.09.18,София,0,0,0,0,1,,
Компютърен специалист/техник,job/4501674,Мултилинк ООД,31.08.18,0,10.09.18,Русе,0,0,0,0,1,,
Software Developer,job/4501657,Интелисис ООД,31.08.18,0,10.09.18,София,0,0,0,0,1,,
Sales Executive - ERP expert,job/4501354,ХАГЕМА ТЕХНОЛОДЖИ БЪЛГАРИЯ ЕООД ,31.08.18,0,10.09.18,София,0,0,0,0,1,,
Техник инсталатор Телекомуникации,job/4501495,Р и В Телеком ЕООД,31.08.18,0,10.09.18,София,0,0,0,0,1,,
PHP ПРОГРАМИСТ,job/4501454,61 Ко ООД,31.08.18,0,10.09.18,Ловеч,0,0,0,0,1,,
Служител поддръжка и рекламиране на онлайн магазини,job/4501453,61 Ко ООД,31.08.18,0,10.09.18,Ловеч,0,0,0,0,1,,
Техник за интернет и телевизия,job/4501489,АПОЛО НЕТ ЕООД,31.08.18,0,10.09.18,Бяла (Варна),0,0,0,0,1,,
Техник за интернет и телевизия,job/4501488,АПОЛО НЕТ ЕООД,31.08.18,0,10.09.18,Обзор,0,0,0,0,1,,
ТЕХНИК ЗА МОНТАЖ НА ИНТЕРНЕТ И ТЕЛЕВИЗИЯ,job/4501490,АПОЛО НЕТ ЕООД,31.08.18,0,10.09.18,Ямбол,0,0,0,0,1,,
Интернет техник - сплайсьор,job/4501338,Настек ООД,31.08.18,0,10.09.18,Казанлък,0,0,0,0,1,,
Техник - Инсталации на телекомуникационно оборудване,job/4501329,ЕГНАТИЯ БЪЛГАРИЯ ЕООД,31.08.18,0,10.09.18,София,0,0,0,0,1,,
Customer Service Representative - Turkish Speaking,job/4501274,CROSSPLATFORM DIGITAL EOOD,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Проектант на електронни схеми и прототипи,job/4501268,АРФИД ТАГ ООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Програмист за Android и IOS приложения,job/4501244,АРФИД ТАГ ООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Програмист вградени системи  (embedded systems),job/4501238,АРФИД ТАГ ООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
UI/UX Designer,job/4501225,GAN Software Services BG Ltd,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Senior Embedded Linux Developer Mobile Platforms,job/4501216,ЕРГЛОН ЕООД,30.08.18,0,10.09.18,Стара Загора,0,0,0,0,1,,
Senior Embedded Linux Developer Mobile Platforms,job/4501207,ЕРГЛОН ЕООД,30.08.18,0,10.09.18,Казанлък,0,0,0,0,1,,
Embedded Software Programmer,job/4456197,ЕРГЛОН ЕООД,30.08.18,0,10.09.18,Стара Загора,0,0,0,0,1,,
Agent adminitratif,job/4501131,АЙ ТИ ТИ НЕТУЪРКС ЕНД СЪРВИСИС ООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Business Analyst,job/4501102,Апойнт Партнърс ООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
JAVA Експерт,job/4501057,IT Step Ltd,30.08.18,0,10.09.18,Пловдив,0,0,0,0,1,,
JAVA Експерт,job/4501053,IT Step Ltd,30.08.18,0,10.09.18,София,0,0,0,0,1,,
JAVA Преподавател,job/4501040,Иновативни образователни технологии ЕООД,30.08.18,0,10.09.18,Пловдив,0,0,0,0,1,,
IT Recruitment Team Lead,job/4500854,TECHWORK.BG LTD.,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Front-End Developer,job/4500765,Propy OOD,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Специалист маркетинг,job/4500664,Гоплер ЕООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Офис мениджър,job/4500652,Гоплер ЕООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Product Owner,job/4500620,OFFICERND OOD,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Link Builder,job/4500528,Бестселърс България ООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
UNIX/LINUX ADMINISTRATOR,job/4500428,Bulwork,30.08.18,0,10.09.18,София,0,0,0,0,1,,
HUMAN RESOURCES DIRECTOR,job/4500244,УАЙЗЪР ЕООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Webhosting Technical Support Level 1,job/4500464,IT FACTORY LTD,30.08.18,0,10.09.18,Пловдив,0,0,0,0,1,,
Webhosting Technical Support Level 1,job/4500465,IT FACTORY LTD,30.08.18,0,10.09.18,Ямбол,0,0,0,0,1,,
Full Stack Web Developer,job/4500365,Mina International Ltd.,30.08.18,0,10.09.18,София,0,0,0,0,1,,
"Инженер,техник измерване фактори на работна среда",job/4500332,КОПИЛИНК ЕООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Junior Account Manager,job/4500233,ФРАНЧАЙЗИНГ БГ ООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
IT PROJECT MANAGER,job/4500228,Виберг проджектс ЕООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Bisuness Analyst,job/4500227,Виберг проджектс ЕООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Data Analyst with SQL,job/4500220,Виберг проджектс ЕООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Market Researcher,job/4500216,Виберг проджектс ЕООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Специалист за поддръжка на информационни системи,job/4500145,ДИУЕЪР ЕООД,30.08.18,0,10.09.18,Пловдив,0,0,0,0,1,,
Специалист за поддръжка на информационни системи,job/4500135,ДИУЕЪР ЕООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
PHP Developer,job/4499892,Dig IT ltd,30.08.18,0,10.09.18,Варна,0,0,0,0,1,,
ХОНОРУВАН ПРЕПОДАВАТЕЛ ПО 3D STUDIO MAX,job/4499870,ДАВИТОЗ ООД,30.08.18,0,10.09.18,Бургас,0,0,0,0,1,,
Sales Account Manager - Software,job/4499783,Е ВИЖЪН ЕООД,30.08.18,0,10.09.18,Варна,0,0,0,0,1,,
Специалист изграждане и поддръжка на LAN и GPON мрежи,job/4499639,Нет - Сърф.нет ООД,30.08.18,0,10.09.18,Враца,0,0,0,0,1,,
Специалист изграждане и поддръжка на LAN и GPON мрежи,job/4499641,Нет - Сърф.нет ООД,30.08.18,0,10.09.18,Монтана,0,0,0,0,1,,
Customer support specialist with English,job/4499678,БОЙМЕН КОНСУЛТИНГ ООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Compliance Specialist with English,job/4499676,БОЙМЕН КОНСУЛТИНГ ООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
International GAMER with GERMAN,job/4499650,ЕЙЧ АР ЕС СТАФИНГ БЪЛГАРИЯ ЕООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
C# Developer,job/4499465,СОФТУЕРНИ РАЗРЕШЕНИЯ ЕООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Техник изграждане кабелни мрежи,job/4499439,НЕТ 1 ЕООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Стажант техник кабелни мрежи,job/4499440,НЕТ 1 ЕООД,30.08.18,0,10.09.18,София,1,0,0,0,1,,
Software Developer,job/4499490,Е7СТУДИО ЕООД,30.08.18,0,10.09.18,Пловдив,0,0,0,0,1,,
Software Developer - Стажантска програма,job/4499493,Е7СТУДИО ЕООД,30.08.18,0,10.09.18,Пловдив,1,0,0,0,1,,
.NET Програмист,job/4499322,СААД КОНСУЛТИНГ ЕООД,30.08.18,0,10.09.18,София,0,0,0,0,1,,
Junior UI/UX developer,job/4499212,ПиърАсист България ООД,29.08.18,0,10.09.18,Шумен,0,0,0,0,1,,
Embedded Firmware Developer,job/4499182,Holland Hires OOD,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Hardware Design Engineer,job/4499164,ITEAM BULGARIA Ltd.,29.08.18,0,10.09.18,София,0,0,0,0,1,,
УЕБ АСИСТЕНТ,job/4499168,КРАСОТА И СТИЛ ООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
"Стажант в отдел ""Маркетинг и Реклама"" - (Online & Digital)",job/4499152,ВГ АД,29.08.18,0,10.09.18,София,1,0,0,0,1,,
Embedded Software Engineers,job/4499027,Булпрос Консултинг АД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Техник за сервиз на мобилни телефони и таблети,job/4499010,ФИНБУЛ - ООД,29.08.18,0,10.09.18,Бургас,0,0,0,0,1,,
Experinced .NET Developer,job/4498965,BALKAN-TECH LLC,29.08.18,0,10.09.18,Варна,0,0,0,0,1,,
Support Specialist,job/4498959,ЕМ ТРЕЙД 1 ЕООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Системен оператор,job/4498945,НЕТ 1 ЕООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Digital Marketing Assistant,job/4498937,GREEN Ltd,29.08.18,0,10.09.18,София,0,0,0,0,1,,
ASP.NET Developer,job/4498889,ЕМ ТРЕЙД 1 ЕООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Quality Assurance Specialist,job/4498900,ЕМ ТРЕЙД 1 ЕООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Front-end Developer,job/4498908,ЕМ ТРЕЙД 1 ЕООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Java Automation QA,job/4498828,ENERGIZE GLOBAL SERVICES Ltd.,29.08.18,0,10.09.18,София,0,0,0,0,1,,
eSports Product Support Associate,job/4498799,УлтраПлей ООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Експерт онлайн търговия,job/4498802,Практис / Мегадом ООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Консултант-Продажби,job/4498784,ГЛОБАЛ ЕЛЕКТРОНИК ДИСТРИБЮШЪН ООД,29.08.18,0,10.09.18,Пловдив,0,0,0,0,1,,
СПЕЦИАЛИСТ ТЕХНИЧЕСКА И АДМИНИСТРАТИВНА ПОДДРЪЖКА,job/4498767,БУЛГРАМ ЕООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Technical Engineer,job/4498692,ТОТЕМ ГРУП ЕООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Trainee - Electronic Design Automation in Microelectronics,job/4498703,СМАРТКОМ - БЪЛГАРИЯ АД,29.08.18,0,10.09.18,София,1,0,0,0,1,,
Технически сътрудник,job/4498722,ИНФОМАТИКА БГ ООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Junior CAD Engineer (Microelectronics),job/4498707,СМАРТКОМ - БЪЛГАРИЯ АД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Уеб програмист / Web Developer,job/4498535,УЧА.се ООД,29.08.18,0,10.09.18,Варна,0,0,0,0,1,,
Java Developer,job/4498365,People Ltd.,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Graphic Designer,job/4498351,Astound Commerce Bulgaria EOOD,29.08.18,0,10.09.18,Варна,0,0,0,0,1,,
Graphic Web Designer,job/4498346,ЛЕВЪЛ 26 ЕООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
System Administrator,job/4498324,Сосиете Женерал Експресбанк АД,29.08.18,0,10.09.18,Варна,0,0,0,0,1,,
"Embedded System Architect, Aerospace application",job/4498306,EnduroSat AD,29.08.18,0,10.09.18,София,0,0,0,0,1,,
WINTEL ENGINEER,job/4498258,Сосиете Женерал Експресбанк АД,29.08.18,0,10.09.18,Варна,0,0,0,0,1,,
Администратор,job/4498236,САПКО - С.Е.ЕООД,29.08.18,0,10.09.18,Варна,0,0,0,0,1,,
JAVA DEVELOPER,job/4498178,Bulwork,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Програмист на машини с ЦПУ,job/4498184,ВАПТЕХ ЕООД,29.08.18,0,10.09.18,Плевен,0,0,0,0,1,,
Fullstack developer/ PHP,job/4498167,Fantastic Stay OOD,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Офис сътрудник,job/4498164,ПРОФЕСИОНАЛНА ТЕХНИКА ЗА МАЗАНЕ ООД,29.08.18,0,10.09.18,Пловдив,0,0,0,0,1,,
TECHNICAL SUPPORT ENGINEER,job/4498082,Bulwork,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Vue.Js Developer,job/4497344,UPMIND SERVICES EOOD,29.08.18,0,10.09.18,София,0,0,0,0,1,,
ERP консултант,job/4497984,Versus Solutions Ltd.,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Продавач-консултант в магазин за компютърна техника,job/4497580,МВП КОМПЮТЪРС ООД,29.08.18,0,10.09.18,Добрич,0,0,0,0,1,,
ТЕХНИК ИЗГРАЖДАНЕ И ПОДДРЪЖКА НА ОПТИЧНИ МРЕЖИ И ТЕЛЕКОМУНИКАЦИОННИ УСЛУГИ,job/4497881,ШУМЕН СПРИНТ ООД,29.08.18,0,10.09.18,Шумен,0,0,0,0,1,,
Medior Java developer- Bulgaria,job/4497841,ОРИКС БЪЛГАРИЯ ООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
TECHNICAL SUPPORT - Web Hosting,job/4497798,Zetta Hosting Solutions LTD.,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Мениджър продажби на технологични конференции,job/4497737,КОНСЕП СЪРВИСИЗ БЪЛГАРИЯ ЕООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
SENIOR PHP-UI-DRUPAL DEVELOPER,job/4497688,Bulwork,29.08.18,0,10.09.18,София,0,0,0,0,1,,
"Специалист компютри и мрежи, видеонаблюдение, пожароизвестяване",job/4497619,КОМПЛЕКС 2000 ООД,29.08.18,0,10.09.18,Бургас,0,0,0,0,1,,
Senior System administrator and technical lead,job/4497613,ДЖЕЙ ЕС ДИ СИСТЕМС ООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Front-End Developer,job/4497337,Soft To Run OOD,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Java Developer,job/4497322,Soft To Run OOD,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Customer Support Coordinator with German and English,job/4497516,МЕНПАУЪР БЪЛГАРИЯ ООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Customer Support Coordinator with Italian and English,job/4497531,МЕНПАУЪР БЪЛГАРИЯ ООД,29.08.18,0,10.09.18,София,0,0,0,0,1,,
Automation Software Developer,job/4497226,Спектроник ООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Business Development & Social Media Intern,job/4497216,Различно.БГ ЕООД,28.08.18,0,10.09.18,София,1,0,0,0,1,,
JUNIOR C#/.NET DEVELOPER,job/4497153,Bulwork,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Консултант-търговец,job/4497150,КРИЕЙТИВ ЦЕНТЪР ООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
"Разработчик, софтуер",job/4497148,СОФТ СИСТЕМИ ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Ръководител ИТ проекти,job/4497059,Балистик Сел ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
ИНСТАЛАТОР НА ЦИФРОВА САТЕЛИТНА ТЕЛЕВИЗИЯ И ИНТЕРНЕТ,job/4497047,S D SERVICES Ltd,28.08.18,0,10.09.18,Бургас,0,0,0,0,1,,
Техник- инсталатор,job/4497002,S D SERVICES Ltd,28.08.18,0,10.09.18,Варна,0,0,0,0,1,,
Инсталатор на IP телевизия и интернет,job/4496994,S D SERVICES Ltd,28.08.18,0,10.09.18,Перник,0,0,0,0,1,,
QA ENGINEER,job/4496931,Bulwork,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Компютърен техник,job/4496966,УЛТРАТЕХ ЕООД,28.08.18,0,10.09.18,Варна,0,0,0,0,1,,
Компютърен специалист,job/4496946,УЛТРАТЕХ ЕООД,28.08.18,0,10.09.18,Варна,0,0,0,0,1,,
Junior/Mid-Level Java Software Developer,job/4496902,KindLink OOD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Turkish Content Writer,job/4496873,LINXGURU Ltd,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Техник/ Монтажник кабели,job/4496822,Феникс 666 ООД,28.08.18,0,10.09.18,Дупница,0,0,0,0,1,,
Старши специалист ИТ поддръжка,job/4496693,КАТРО БЪЛГАРИЯ ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Сервизен техник - широкоформатни принтери и плотери,job/4496723,ТЕПЕДЕ България ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Технически-търговски сътрудник-цех галванични покрития,job/4496695,ММ МЕХАНИКС ООД,28.08.18,0,10.09.18,Пазарджик,0,0,0,0,1,,
Програмист PHP/Javascript,job/4496603,БИЗЛИНК ООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Junior System Administrator,job/4496491,Глюкит ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Специалист системна поддръжка,job/4496576,Глобъл Систем Сълюшън ООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Компютърен оператор в  аптека,job/4496544,ФРАМАР ООД,28.08.18,0,10.09.18,Сливен,0,0,0,0,1,,
Technical support engineer,job/4496484,Intracol Technologies AD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Junior Java developer,job/4496389,МЕТОДИЯ АД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
PHP Developer,job/4496354,Novi Global Recruitment / Рекрут Про ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Senior Data Processor,job/4496245,Novi Global Recruitment / Рекрут Про ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Senior Survey Programmer,job/4496244,Novi Global Recruitment / Рекрут Про ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
"Разработчик, софтуер",job/4496256,АЛТЕРКО РОБОТИКС ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
PHP or ASP Developer,job/4496178,ЕУ Мирор ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
PHP or ASP Developer,job/4496182,ЕУ Мирор ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
SEO ОПТИМИЗАТОР НА ИНТЕРНЕТ МАГАЗИН,job/4496158,РАЯЛЕНД ООД,28.08.18,0,10.09.18,Варна,0,0,0,0,1,,
Завеждащ компютърен кабинет,job/4496145,133 СОУ Александър Сергеевич Пушкин,28.08.18,0,10.09.18,София,0,0,0,0,1,,
C# Developer,job/4496004,Top Skills Recruitment Ltd,28.08.18,0,10.09.18,София,0,0,0,0,1,,
UX Architect,job/4495984,Job Space OOD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
UI/UX Designer,job/4495936,Job Space OOD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Senior Python Developer,job/4495766,Job Space OOD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
.NET Software Developer,job/4496050,YARA BULGARIA EOOD,28.08.18,0,10.09.18,Варна,0,0,0,0,1,,
Game Designer,job/4495924,ИМПЕРИЯ ОНЛАЙН  АД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Project Manager,job/4495875,КИБЕРМАН ООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Cloud Services Engineer – Amazon Web Services,job/4495848,COCA-COLA BULGARIA EOOD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Junior Online Marketing Specialist,job/4495842,BULGARIAN ONLINE RESEARCH OOD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Unity Game Developer,job/4495807,LeadersPlay ltd./ Incineration Productions,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Социални мрежи специалист,job/4495578,ИНТЕРНЕТ МЕДИА ГРУП ООД,28.08.18,0,10.09.18,Пловдив,0,0,0,0,1,,
Experienced Scrum Master and Coach,job/4495664,Job Space OOD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
EXPERIENCED HTML5 DEVELOPER,job/4495667,Job Space OOD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Experienced C# .NET Developer,job/4495673,Job Space OOD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Senior C++ Developer,job/4495677,Job Space OOD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
ETL Developer,job/4495653,Job Space OOD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
ORACLE Developer,job/4495656,Job Space OOD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Junior IT Project Manager/Scrum Master,job/4495666,HMG LINKS Ltd,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Android Developer,job/4495658,Job Space OOD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
ТЕХНИЧЕСКИ РЪКОВОДИТЕЛ,job/4495648,ТМ ЕЛЕКТРО ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
C++ Developer,job/4495660,Job Space OOD,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Копирайтър,job/4495554,ЕС О ЕС ЛОКСМИТ ООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
.NET Back-End Software Engineer по проект за иновации и конкурентоспособност,job/4495559,ДИРЕКТ.БГ ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Node.js Back-End Software Engineer по проект за иновации и конкурентоспособност,job/4495550,ДИРЕКТ.БГ ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Customer Experience Specialist,job/4495521,Куестърс България ЕООД,28.08.18,0,10.09.18,София,0,0,0,0,1,,
"Младши експерт в дирекция ""Пазарно регулиране""",job/4495524,Комисия за регулиране на съобщенията,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Сервизен техник - монтаж на слаботокова техника,job/4495447,D&D ENGINEERING Ltd.,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Специалист продажби,job/4495439,СМАРТ СЪРВИС СЪЛЮШЪНС ЕООД,28.08.18,0,10.09.18,Видин,0,0,0,0,1,,
Оператор в контактен център,job/4495450,СМАРТ СЪРВИС СЪЛЮШЪНС ЕООД,28.08.18,0,10.09.18,Благоевград,0,0,0,0,1,,
PHP Developer,job/4495418,People Ltd.,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Senior QA Engineer (m/f),job/4495047,Paysoft Ltd,28.08.18,0,10.09.18,София,0,0,0,0,1,,
Intern PHP programmer,job/4495112,АРГОН ООД,28.08.18,0,10.09.18,Варна,1,0,0,0,1,,
