Job,Link,Company,Date,Rating,Timestamp,City,Internship,Salary,Currency,B/N,Explored,Details,Keywords
Senior PHP Developer,job/4500485,АТЕНДИА ЕООД,10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
СПЕЦИАЛИСТ УЕБ ДИЗАЙН / FRONT-END DEVELOPER,job/4514585,БенчМарк Груп АД,10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Web & Mobile UI/UX Designer,job/4509673,Cars.de / Jobs.bg Ltd.,10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Full-stack PHP/SQL Developer,job/4510100,Cars.de / Jobs.bg Ltd.,10.09.18,diamond,10.09.18,София,0,"('6000', '8000')",BGN,Нето,1,,
Senior System Administrator,job/4510167,Cars.de / Jobs.bg Ltd.,10.09.18,diamond,10.09.18,София,0,"('5000', '7000')",BGN,Нето,1,,
Технически сътрудник (цифрова телевизия и интернет) – почасов или пълен работен ден,job/4514503,TTEC Eastern Europe EAD,10.09.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Junior Big Data Engineer,job/4514475,"GfK Bulgaria, Market Research Institute",10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
.NET Developer,job/4514112,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Product Trainer,job/4514437,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Automation QA,job/4514107,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
IT специалист Windows поддръжка/ Field Services Windows specialist,job/4514440,АСАП ЕООД,10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Head of Risk Analytics,job/4513100,Paysafe Bulgaria EOOD,10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Junior Front-end Designer,job/4514394,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Jr. Business Process Modeler (Part-Time),job/4514370,ДеГиро – Клон България КЧТ,10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Junior Linux Systems Engineer,job/4508574,ANCIENT MEDIA OOD,10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Relations Specialist fluent in Finnish,job/4499204,TTEC Eastern Europe EAD,10.09.18,diamond,10.09.18,София,0,"('2800', '3000')",BGN,Бруто,1,,
Analysis Specialist,job/4514179,"GfK Bulgaria, Market Research Institute",10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Web Hosting Customer Service Representative,job/4472542,ANCIENT MEDIA OOD,10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
IT Support,job/4513330,IKEA,10.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Junior Software Engineer,job/4491704,ГРАФИКСОФТ ООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Software Developer C# / .NET,job/4481038,ГРАФИКСОФТ ООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Java Developer,job/4513068,Ай-Софт БГ ЕООД,07.09.18,diamond,10.09.18,Варна,0,2800,BGN,Нето,1,,
Frontend Developer,job/4513066,ГРАФИКСОФТ ООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Junior Network Support Engineer (Core or Security),job/4513046,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Technical Account Manager with German,job/4513039,Hewlett Packard Enterprise / Hewlett-Packard GDBC EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Technical Support Specialist with English (Late/Night shifts),job/4513040,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Support Specialist with English,job/4513033,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Account Specialist with French and English Language,job/4502980,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Integration Specialist with German,job/4502984,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Account Specialist with Spanish and English,job/4491589,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Специалист Обслужване на корпоративни клиенти с Френски език,job/4480856,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Supplier Support with English and Italian,job/4502606,Си Екс Джи ООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Server Desk Agent with German,job/4480858,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Support Engineer,job/4491391,Си Екс Джи ООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Technical Agent with French (part-time),job/4503005,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
DevOps Engineer,job/4512977,Pontica Solutions Ltd.,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
"Supplier Support with French and English - EU shift, Full time and Part time",job/4488030,Си Екс Джи ООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Citrix Technical Support Engineer,job/4491365,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Windows Server Support Engineer,job/4497283,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Reporting Analyst,job/4500736,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Service Representative with Hungarian and English Language,job/4503015,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Специалист обслужване на клиентски запитвания с НЕМСКИ език,job/4480849,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,"('2000', '3000')",BGN,Нето,1,,
Technical Support Specialist with German (Late shifts),job/4480878,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,"('2000', '3000')",BGN,Нето,1,,
Customer Care Advisor with German,job/4502949,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,"('2000', '3000')",BGN,Нето,1,,
Network Engineer,job/4512959,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Technical Product Specialist,job/4512916,Ataccama Bulgaria Ltd.,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Quality Engineer,job/4512895,РАЙХЛЕ И ДЕ - МАСАРИ БЪЛГАРИЯ ПРЪДАКШЪН ЕООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Technical Support Specialist with German (part-time),job/4512844,Modis Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
PHP DEVELOPER,job/4473647,Меркюр Груп ООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Junior Accountant – Data  Processing & Reporting,job/4512816,MentorMate Bulgaria Ltd.,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Commercial Technical Support with Turkish,job/4512810,CONVERGYS INTERNATIONAL BULGARIA Ltd.,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Success Engineer,job/4512751,СървисСорс Интернешънъл България ЕООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Front-end Developer,job/4512743,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
.NET Developer,job/4480398,ФИО СИСТЕМС БЪЛГАРИЯ EООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Product Manager - Мaternity cover,job/4512723,Paysafe Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior JavaScript Developer (React),job/4512721,Trading 212 EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Full-Stack Developer (Online department),job/4512712,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Marketing and Affiliate Partnerships Manager,job/4512635,SiteGround Hosting EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Service Representative with Italian and English,job/4512571,SiteGround Hosting EOOD,07.09.18,diamond,10.09.18,Варна,0,0,0,0,1,,
C# Developer,job/4512540,HedgeServ (Bulgaria) EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Global Application Support Analyst,job/4512542,HedgeServ (Bulgaria) EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
AM Production Operator,job/4512291,"GfK Bulgaria, Market Research Institute",07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Software Developer (PHP),job/4512280,Информейшън Риск Мениджмънт Лимитид,07.09.18,diamond,10.09.18,София,0,"('4000', '7000')",BGN,Бруто,1,,
Уеб програмист и уеб администратор,job/4512264,Е-куити ЕООД,07.09.18,diamond,10.09.18,София,0,2000,BGN,Нето,1,,
PHP Developer,job/4512208,ТЕХНО ФАРМ ООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Service/ Support Associate,job/4512013,ХОСТИНГ УЕЛ ДАН ООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Billing Associate,job/4501611,ХОСТИНГ УЕЛ ДАН ООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Cloud Business Specialist with English,job/4511892,Инграм Микро ЕсЕсСи ЕМЕА ЕООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior iOS Developer,job/4511618,Paysafe Bulgaria EOOD,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Vendor Debit Specialist with German or French,job/4510811,Инграм Микро ЕсЕсСи ЕМЕА ЕООД,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
3rd Line Citrix Support Engineer with English,job/4511321,Processflows (UK) Limited - BRANCH BULGARIA,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Full-Stack Javascript Developer,job/4511443,Thegither Ltd,07.09.18,diamond,10.09.18,Дистанционна работа,0,"('2000', '2200')",EUR,Бруто,1,,
Merchant Service Advisor with Polish and English,job/4510937,Pontica Solutions Ltd.,07.09.18,diamond,10.09.18,София,0,0,0,0,1,,
SWEDISH AND ENGLISH SPEAKING CUSTOMER SUPPORT REPRESENTATIVE,job/4510793,Sixty K Plc - International Contacts Centres,05.09.18,diamond,10.09.18,София,0,"('2500', '3000')",BGN,Бруто,1,,
GERMAN AND ENGLISH SPEAKING CUSTOMER SUPPORT REPRESENTATIVE,job/4510797,Sixty K Plc - International Contacts Centres,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Client Advisor with English,job/4495856,Sixty K Plc - International Contacts Centres,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Служител Техническа Поддръжка на Онлайн Магазини,job/4510560,Mirchev Ideas Ltd,05.09.18,diamond,10.09.18,София,0,"('1000', '1200')",BGN,Нето,1,,
Post Production / Video Editor - Late Shift,job/4510527,ФОКУСВИЖЪН БЪЛГАРИЯ ЕООД,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Care Agent with French,job/4510444,Processflows (UK) Limited - BRANCH BULGARIA,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Compliance Agent,job/4510402,UBX Ltd.,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Global Service Desk Agent,job/4510396,ЮНИФАЙ СЪРВИС ЦЕНТЪР ЕООД,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Back-End Developer,job/4510194,DATASTORK BULGARIA Ltd.,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Tier 1 Customer Service Representative with German and English,job/4477986,Съдърланд Глобъл Сървисиз България ЕООД,05.09.18,diamond,10.09.18,Варна,0,0,0,0,1,,
Еxperienced UX/UI Designer,job/4509907,MentorMate Bulgaria Ltd.,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Spezialist für Kundenanfragen in deutscher Sprache,job/4509921,Съдърланд Глобъл Сървисиз България ЕООД,05.09.18,diamond,10.09.18,Варна,0,0,0,0,1,,
Software Developer - Graphical User Interface,job/4509778,ЛИБХЕР - ХАУСГЕРЕТЕ МАРИЦА ЕООД,05.09.18,diamond,10.09.18,Радиново,0,0,0,0,1,,
.Net Specialist with English,job/4509711,Си Екс Джи ООД,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Service Representative with English,job/4509706,SiteGround Hosting EOOD,05.09.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Customer Service Representative with English,job/4509694,SiteGround Hosting EOOD,05.09.18,diamond,10.09.18,Стара Загора,0,0,0,0,1,,
Business Network Integration Consultant,job/4509618,Proxiad Bulgaria,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
PHP Software Developer,job/4509579,Adecco Bulgaria Ltd.,05.09.18,diamond,10.09.18,София,0,"('4000', '5500')",BGN,Бруто,1,,
"Специалист технически съпорт с френски, немски, гръцки, испански, италиански или унгарски език",job/4509599,Астреа Рикрутмънт ЕООД,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Софтуерен архитект за вградени системи (ж/м),job/4501970,CYPRESS Semiconductor GmbH,05.09.18,diamond,10.09.18,Langen / Germany,0,0,0,0,1,,
Асистент на експерти по поддръжка на онлайн магазини,job/4509541,СТЕНИК ГРУП ООД,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior JavaScript Developer,job/4509515,Adecco Bulgaria Ltd.,05.09.18,diamond,10.09.18,София,0,"('4000', '6000')",BGN,Бруто,1,,
Technical Support,job/4486029,SiteGround Hosting EOOD,05.09.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Technical Support,job/4486036,SiteGround Hosting EOOD,05.09.18,diamond,10.09.18,Стара Загора,0,0,0,0,1,,
Support Representative for Operations,job/4509360,IBM Bulgaria Ltd.,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Order Management Coordinator fluent in English for Hewlett Packard Enterprise Account,job/4509315,TTEC Eastern Europe EAD,05.09.18,diamond,10.09.18,София,0,"('1200', '1500')",BGN,Бруто,1,,
Back Office Specialist with German,job/4509288,TTEC Eastern Europe EAD,05.09.18,diamond,10.09.18,София,0,"('2500', '2600')",BGN,Бруто,1,,
Consultant Email Support for Spotify with Turkish (NON-VOICE),job/4508817,Съдърланд Глобъл Сървисиз България ЕООД,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Part-time Consultant Email Support for Spotify with Turkish (NON-VOICE),job/4508815,Съдърланд Глобъл Сървисиз България ЕООД,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Mobile Full-stack developer,job/4508628,СТАНГА АД,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
API Server Developer,job/4508630,СТАНГА АД,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
DevOps Developer,job/4508670,MentorMate Bulgaria Ltd.,05.09.18,diamond,10.09.18,София,0,0,0,0,1,,
iOS Developer,job/4508682,Adecco Bulgaria Ltd.,05.09.18,diamond,10.09.18,София,0,"('4000', '6000')",BGN,Бруто,1,,
C++ / C# Software Developer,job/4508712,АктивТрейдс - клон София КЧТ,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
ASP.NET MVC DEVELOPER,job/4508702,АктивТрейдс - клон София КЧТ,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
BUSINESS ANALYST,job/4508710,АктивТрейдс - клон София КЧТ,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
QA ENGINEER,job/4508709,АктивТрейдс - клон София КЧТ,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
FRONT-END HTML/CSS DEVELOPER,job/4508704,АктивТрейдс - клон София КЧТ,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Product Manager,job/4508700,STRINGS IT RECRUITMENT & CONSULTING Ltd.,04.09.18,diamond,10.09.18,София,0,4000,BGN,Нето,1,,
Server Support - Uptime Expert,job/4508683,Zertios Ltd.,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Frontend Developer with React.js,job/4508524,STRINGS IT RECRUITMENT & CONSULTING Ltd.,04.09.18,diamond,10.09.18,София,0,"('3000', '5000')",BGN,Нето,1,,
Technical Support,job/4486013,SiteGround Hosting EOOD,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Sales Representative with English,job/4491394,Hosting Solutions Ltd,04.09.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Junior Database Administrator,job/4508493,Paysafe Bulgaria EOOD,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
SAP Technical Support Consultant,job/4508450,Taulia Bulgaria EOOD,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Operatore CUSTOMER CARE Inbound ITALIANO,job/4508205,ЕВРО КОНЕКТ ООД,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Vendor Debit Specialist with English,job/4508191,Инграм Микро ЕсЕсСи ЕМЕА ЕООД,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Systems Maintenance Support Engineer,job/4508173,IBM Bulgaria Ltd.,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Client Relationship Manager,job/4508101,РИУОРД ГЕЙТУЕЙ (Обединено Кралство) ООД - клон КЧТ,04.09.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Project Manager,job/4507942,СТАНГА АД,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Back Office Administrator with English,job/4508015,Инграм Микро ЕсЕсСи ЕМЕА ЕООД,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Software Support Developer - .NET,job/4507937,MentorMate Bulgaria Ltd.,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
QA Software Tester,job/4507969,STRINGS IT RECRUITMENT & CONSULTING Ltd.,04.09.18,diamond,10.09.18,София,0,"('3000', '4000')",BGN,Нето,1,,
Frontend Developer (Angular 2+) with English/ German,job/4507885,БЛУБИТО ЕООД,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
C# / .NET Software Development Engineer,job/4507773,Fourth Bulgaria EOOD,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Supplier Support with Dutch and English,job/4507785,Си Екс Джи ООД,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Support Specialist,job/4507837,ТЕК ЕКСПЪРТС ЕООД,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Incident manager with English,job/4493384,ТЕК ЕКСПЪРТС ЕООД,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
System Administrator,job/4507697,Network Management Innovations Ltd.,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
PHP Developer with English/German,job/4507676,БЛУБИТО ЕООД,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Junior/Middle Manual QA,job/4507378,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Service Representative with Spanish and English,job/4507319,SiteGround Hosting EOOD,04.09.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Frontend PHP Developer,job/4507322,ЕДЖ СОФТ ООД,04.09.18,diamond,10.09.18,София,0,"('1600', '3000')",BGN,Бруто,1,,
JavaScript Developer with Node.js,job/4480892,STRINGS IT RECRUITMENT & CONSULTING Ltd.,04.09.18,diamond,10.09.18,София,0,"('3000', '5000')",BGN,Нето,1,,
IT INDUSTRIAL SPECIALIST,job/4507207,Kostal Bulgaria Automotive Ltd.,04.09.18,diamond,10.09.18,Пазарджик,0,0,0,0,1,,
System Administrator/DevOps,job/4507177,Quality Tech Ltd.,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Service Representative with Italian and English,job/4507080,SiteGround Hosting EOOD,04.09.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
.NET Software Engineers,job/4502304,EXPERT VISION OOD,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Azure Customer Service Representative with English,job/4506941,ТЕК ЕКСПЪРТС ЕООД,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
"JavaScript Engineer - React, React Native",job/4506945,SiteGround Hosting EOOD,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Теchnical Project Manager,job/4506940,SiteGround Hosting EOOD,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Full-Stack Developer,job/4506447,MentorMate Bulgaria Ltd.,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
JavaScript Developer,job/4506459,MentorMate Bulgaria Ltd.,04.09.18,diamond,10.09.18,София,0,0,0,0,1,,
NOC Specialist,job/4506175,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,03.09.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Scrum master,job/4506168,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,03.09.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Client Services Coordinator,job/4506289,Processflows (UK) Limited - BRANCH BULGARIA,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
NOC Infrastructure Engineer,job/4506194,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,03.09.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Senior C#/.NET Developer,job/4506187,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,03.09.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Tax Accountant with English,job/4506141,Инграм Микро ЕсЕсСи ЕМЕА ЕООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
3D Game Environment Artist,job/4504532,Геймлофт България ЕООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Java Developer,job/4505834,UPNETIX JSC,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Part-Time Content Management Specialist,job/4505722,АТЛАСКОМ ООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
"Manager, Central Service Delivery with French",job/4471791,Interoute Communications Ltd,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
QA Engineer,job/4505485,Ай Ес Джи Би Джи ЕООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior/Frontend Developer,job/4505468,Ай Ес Джи Би Джи ЕООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Java Developer with Scala,job/4505433,STRINGS IT RECRUITMENT & CONSULTING Ltd.,03.09.18,diamond,10.09.18,София,0,"('3500', '4500')",BGN,Нето,1,,
Senior Java Developer,job/4498095,Ендава ЕООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Technical Project Manager,job/4505203,Абалта Технолоджис ЕООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Marketing Specialist,job/4505125,B EYE Ltd.,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
QA Engineer,job/4505029,Абалта Технолоджис ЕООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Business Solutions Analyst,job/4504929,Инграм Микро ЕсЕсСи ЕМЕА ЕООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Automation QA Engineer,job/4477776,Fourth Bulgaria EOOD,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Оператор в Call center,job/4504795,БЮТИ ИНДЪСТРИ ЕООД,03.09.18,diamond,10.09.18,София,0,"('500', '1000')",BGN,Бруто,1,,
Senior Mobile Front End Software Engineer,job/4504712,"GfK Bulgaria, Market Research Institute",03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Lead Software Engineer,job/4504701,"GfK Bulgaria, Market Research Institute",03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Site Reliability Engineer,job/4504705,"GfK Bulgaria, Market Research Institute",03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
webMethods Platform Administrator,job/4504579,Kaufland Service EOOD,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
PYTHON Developer,job/4504570,Геймлофт България ЕООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Junior Software Support Engineer with English and Spanish,job/4504464,ТЕК ЕКСПЪРТС ЕООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
2D Concept Artist,job/4504467,Геймлофт България ЕООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Software Engineering Intern,job/4504522,VMware Bulgaria,03.09.18,diamond,10.09.18,София,1,0,0,0,1,,
Senior Angular / Java Developer,job/4504503,HedgeServ (Bulgaria) EOOD,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
QA Engineer,job/4504506,HedgeServ (Bulgaria) EOOD,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
2nd Line IT support Technician,job/4504494,БАКБОУН (БГ) ЕООД,03.09.18,diamond,10.09.18,София,0,"('1800', '2400')",BGN,Нето,1,,
DevOps Engineer,job/4504496,HedgeServ (Bulgaria) EOOD,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
PHP Developer,job/4504466,STRINGS IT RECRUITMENT & CONSULTING Ltd.,03.09.18,diamond,10.09.18,София,0,"('3000', '5000')",BGN,Нето,1,,
Frontend Developer with JavaScript or Angular 6 (Typescript),job/4504265,Paysafe Bulgaria EOOD,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Software Engineer - Financial Projects,job/4504271,Paysafe Bulgaria EOOD,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Junior Help Desk Analyst with English and German,job/4490409,ТЕК ЕКСПЪРТС ЕООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Junior Software Support Engineer,job/4490034,ТЕК ЕКСПЪРТС ЕООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Java Enterprise Developer POS Solutions,job/4503921,Kaufland Service EOOD,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Support Business Systems Analyst Late Shift,job/4483122,B EYE Ltd.,03.09.18,diamond,10.09.18,София,0,900,BGN,Бруто,1,,
Business Analyst,job/4478765,B EYE Ltd.,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Java Developer,job/4503851,ЕЙ БИ СЪЛЮШЪНС ЕООД,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Back-end PHP Developer,job/4503525,Big Analytics Ltd.,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Human Resources Business Partner,job/4503033,Sixty K Plc - International Contacts Centres,03.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Human Resources Business Partner - Plovdiv,job/4503097,Sixty K Plc - International Contacts Centres,03.09.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Software Developer,job/4472743,ГРАФИКСОФТ ООД,01.09.18,diamond,10.09.18,София,0,0,0,0,1,,
Software Developer,job/4484746,GVC Services Bulgaria EOOD,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Key Accounts Senior Operations Manager,job/4503035,Sixty K Plc - International Contacts Centres,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Data Processing Operative,job/4503024,Processflows (UK) Limited - BRANCH BULGARIA,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Support Representative with Dutch,job/4497279,Modis Bulgaria EOOD,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
